,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Troms??,EE,LV,LT,FRE
06-07-2018,368.93,379.02,379.02,379.02,379.02,379.02,365.33,379.31,379.02,368.82,368.81,379.02,379.02,366.1,379.02,379.02,379.02,
07-07-2018,356.12,352.62,352.62,352.62,352.62,352.62,278.69,343.35,358.59,358.59,358.59,356.8,356.8,356.59,352.62,352.62,352.62,
08-07-2018,365.76,364.51,364.51,364.51,364.51,364.51,364.51,364.51,366.63,366.63,366.63,366.63,366.63,360.84,364.51,364.51,364.51,
09-07-2018,376.14,382.21,382.21,382.21,382.21,385.72,364.27,372.77,382.21,373.15,373.12,382.83,382.83,370.16,385.72,385.72,385.72,
10-07-2018,383.93,399.29,399.29,399.29,400.01,400.22,395.99,400.89,399.36,379.25,375.34,399.36,399.36,372.53,413.44,413.44,413.44,
11-07-2018,387.27,398.57,398.57,398.57,398.74,404.84,396.97,396.97,398.57,384.54,380.98,397.75,397.75,378.62,404.84,414.4,414.4,
12-07-2018,391.28,400.77,400.77,400.77,402.02,413.72,401.31,402.91,400.77,387.47,387.47,400.02,400.02,378.23,413.72,423.11,423.4,
13-07-2018,395.06,397.85,397.85,397.85,398.15,417.12,394.64,398.87,397.85,393.65,393.65,396.99,396.99,389.89,417.12,417.12,417.12,
14-07-2018,385.12,385.53,385.53,385.53,385.53,385.53,377.95,383.9,385.53,385.19,385.19,385.53,385.53,382.92,385.53,385.53,385.53,
15-07-2018,383.27,382.82,382.82,382.82,382.82,382.82,375.09,379.64,384.83,384.83,384.83,382.82,382.82,380.29,382.82,382.82,382.82,
16-07-2018,396.52,404.69,404.69,404.69,405.54,417.13,407.15,410.06,404.69,394.46,394.46,398.42,398.42,387.36,417.13,417.83,417.83,
17-07-2018,391.46,396.53,396.53,396.53,396.53,407.29,395.33,398.67,397.24,391,391,390.9,390.9,384.34,407.29,407.29,407.29,
18-07-2018,386.32,385.99,385.99,385.99,387.13,388.05,384.07,385.63,387.6,387.11,387.11,386.33,386.33,381.76,388.05,398.46,398.46,
19-07-2018,388,390.52,390.52,390.52,390.52,402.5,386.13,387.33,392.16,387.51,387.51,388.28,388.28,383.69,402.5,403.28,403.28,
20-07-2018,398.62,403.97,403.97,403.97,404.48,422.83,401.04,402.56,403.97,396.27,396.27,397.72,397.72,392.38,422.83,422.83,422.83,
21-07-2018,392.99,393.32,393.32,393.32,393.32,393.32,391.09,393.34,393.32,393.32,393.32,393.32,393.32,390.5,393.32,400.74,400.74,
22-07-2018,391.85,392.17,392.17,392.17,392.17,392.17,392.17,392.41,392.17,392.17,392.17,392.17,392.17,388.77,392.17,392.17,392.17,
23-07-2018,405.76,409.53,409.53,409.53,412.84,420.52,412.02,448.17,409.65,401.71,401.71,407.28,407.28,398.2,420.52,422.68,422.68,
24-07-2018,406.21,411.7,411.7,419.73,425.43,429.12,424.57,428.33,419.92,402.52,402.52,408.53,408.53,396.64,429.12,432.88,432.88,
25-07-2018,406.24,408.13,408.13,410.47,452.68,434.95,435.71,453.14,410.62,402.22,402.22,407.36,407.36,393.34,434.95,452.68,452.68,
26-07-2018,400.08,403.96,403.96,403.96,424.76,421.58,411.05,424.76,404.11,397.22,397.22,398.82,398.82,388.43,421.58,427.09,427.09,
27-07-2018,396.73,396.8,396.8,396.8,416.31,428.74,402.37,430.78,396.8,394.96,394.96,396.26,396.26,392.59,428.74,430.56,430.56,
28-07-2018,375.93,374.19,374.19,374.19,374.19,378.98,369.99,371.27,377.12,376.77,376.77,374.19,374.19,374.19,378.98,381.75,381.75,
29-07-2018,373.77,374.07,374.07,374.07,377.32,374.07,374.29,376.51,374.07,374.07,374.07,374.07,374.07,372.76,374.07,377.32,377.32,
30-07-2018,395.04,397.6,397.6,398.23,443.14,466.94,411.59,443.14,398.23,390.41,390.41,397.6,397.6,380.36,466.94,466.94,466.94,
31-07-2018,397.24,398.91,398.91,401.76,433.02,492.03,423.27,433.02,401.76,395.09,395.09,398.91,398.91,379.12,492.03,492.03,492.03,
01-08-2018,401.36,403.71,403.71,418.9,433.32,480.54,425.46,433.66,418.9,397.2,397.2,403.71,403.71,386.16,480.54,486.36,486.36,
02-08-2018,397.07,406.52,406.52,430,451.54,442.48,447.53,453.25,430,395.65,395.65,406.52,406.52,375.51,442.48,480.51,480.51,
03-08-2018,398.84,399.72,399.72,428.36,468.48,466.02,468.11,530.34,428.36,398.29,395.11,397.46,397.46,381.71,466.02,486.65,486.65,
04-08-2018,374.11,374.74,374.74,374.74,377.41,374.74,375.85,378.05,374.74,374.64,374.52,374.71,374.71,372.13,374.74,397.64,397.64,
05-08-2018,369.16,369.33,369.33,369.33,369.33,369.33,357.03,369.43,369.33,369.33,369.33,369.33,369.33,368.13,369.33,369.33,369.33,
06-08-2018,389.43,398.16,398.16,410.05,459.86,415.4,467.25,467.25,410.27,388.05,388.42,388.02,388.02,375.35,415.4,462.64,462.64,
07-08-2018,398.86,424.62,424.62,434.66,476.02,436.84,482,485.86,400.89,390.96,390.96,422.22,422.22,370.62,436.84,489.1,489.1,
08-08-2018,381.13,387.78,387.78,387.78,409.6,421.07,408.6,421.46,379.53,380.1,378.59,387.78,387.78,368.01,421.07,446.51,446.51,
09-08-2018,376.57,381.44,381.44,381.44,411.1,381.44,411.27,414.95,383.13,379.39,376.64,383.15,383.15,365.76,381.44,442.93,442.93,
10-08-2018,359.55,353.67,353.67,353.67,354.27,408.6,319.5,321.47,353.67,353.21,353.67,363.33,363.33,357.85,408.6,419.13,419.13,
11-08-2018,351.72,351.45,351.45,351.45,351.45,351.45,337.32,354.2,351.45,351.82,351.45,351.45,351.45,355.14,351.45,367.42,367.42,
12-08-2018,339.16,339.52,339.52,339.52,340.25,339.52,354.05,354.55,338.6,338.6,338.6,339.52,339.52,342.81,339.52,340.25,340.25,
13-08-2018,378.75,416.43,416.43,424.56,424.56,424.56,425.94,425.94,367.15,367.15,367.15,371.25,371.25,367.47,424.56,435.11,435.11,
14-08-2018,388.46,430.36,430.36,430.36,430.36,433,420.98,433.13,371.58,371.7,371.58,391.66,391.66,374.51,433,433.31,433.31,
15-08-2018,381.13,404.61,404.61,404.61,408.27,404.61,411.61,418.38,372.97,372.97,372.97,396.39,396.39,369.65,404.61,408.27,408.02,
16-08-2018,377.42,383.06,383.06,383.06,399.66,400.22,409.3,417.29,374.31,374.75,373.55,379.91,379.91,368.64,400.22,468.09,467.98,
17-08-2018,371.65,377.95,377.95,377.95,414.27,377.95,432.18,432.18,371.08,371.48,363.22,373.13,373.13,365.29,377.95,469.85,474.81,
18-08-2018,354.41,354.88,354.88,354.88,354.88,354.88,356.99,356.99,354.88,354.88,354.79,354.88,354.88,354.88,354.88,440.24,439.9,
19-08-2018,341.39,340.28,340.28,340.28,340.28,340.28,364.61,365.02,341.79,341.79,341.23,340.28,340.28,340.28,340.28,363.83,363.83,
20-08-2018,371.39,389.73,389.73,389.73,389.73,389.73,389.57,389.73,370.68,368.25,360.67,364.01,364.01,364.01,389.73,445.14,445.14,
21-08-2018,387.13,426.26,426.26,436.2,456.38,436.2,486.83,486.83,377.19,372.8,369.6,368.94,368.94,367.6,434.74,448.61,448.61,
22-08-2018,380.98,428.11,428.11,428.11,431.94,428.11,452.63,452.63,369.57,369.78,369.4,366.48,366.48,366.27,424.82,457.4,456.95,
23-08-2018,392.3,446.6,446.6,446.6,447.33,446.6,466.66,469.48,373.59,375.6,372.51,372.51,372.51,372.51,446.18,456.83,456.83,
24-08-2018,380.31,392.07,392.07,393.95,393.95,393.95,392.01,394.26,375.7,374.84,375.46,378.56,378.56,378.56,389.48,439.27,439.27,
25-08-2018,379.21,386.03,386.03,386.03,386.03,386.03,387.92,389.67,377.73,377.73,377.73,377.73,377.73,372.9,386.03,436.29,436.29,
26-08-2018,379.14,389.76,389.76,389.76,389.76,389.76,383.05,396.81,377.41,374.16,377.41,377.74,377.74,374.79,389.76,396.8,393.83,
27-08-2018,385.24,407.05,407.05,407.05,407.05,409.98,340.54,381.68,385.27,365.9,383.51,384.73,384.73,384.73,409.97,452.18,449.61,
28-08-2018,444.06,480.4,480.4,489.14,489.14,486.37,492.09,492.09,412.55,407.25,407.25,417.17,417.17,417.17,474.91,474.27,472.45,
29-08-2018,441.84,441.86,441.86,483.38,483.38,476.12,484.5,485.28,418.29,417.63,417.58,417.58,417.58,417.58,475.34,478.05,478.05,
30-08-2018,428.14,451.53,451.53,473.67,473.67,473.67,429.82,473.84,428.21,404.41,408.13,408.13,408.13,408.13,472.15,473.05,473.05,
31-08-2018,445.32,470.95,470.95,474.16,474.16,474.16,480.24,481.06,427.15,426.16,427.15,448.59,448.59,406.14,474.16,471.79,471.79,
01-09-2018,430.44,442.19,442.19,442.19,442.19,442.19,446.37,448.8,426.85,426.85,426.85,440.73,440.73,407.07,442.19,449.33,449.33,
02-09-2018,419.37,422.39,422.39,422.39,422.39,422.39,422.66,428.02,421.26,419.49,421.26,422.39,422.39,406.15,422.39,422.39,414.58,
03-09-2018,441.88,466.36,466.36,469.93,469.93,469.93,480.48,482.12,434.17,434.17,434.17,464.08,464.08,409.2,460.19,462.84,462.84,
04-09-2018,453.65,480.79,480.79,487.74,487.74,487.74,497.44,497.66,431.42,430.77,431.42,477.73,477.73,413.73,483.55,483.94,483.94,
05-09-2018,457.3,479.45,479.45,481.82,481.82,481.82,501.15,501.94,437.81,437.81,437.81,477.73,477.73,418.36,481.82,486.85,486.85,
06-09-2018,453.22,474.45,474.45,476.53,476.53,476.53,481.74,482.43,434.12,434.12,434.12,474.45,474.45,460.12,475.64,507.56,509.56,
07-09-2018,434.3,438.6,438.6,446.45,446.45,446.45,461.8,463.55,426.89,426.89,426.89,438.34,438.34,438.34,445.75,496.76,502.83,
08-09-2018,405.71,406.75,406.75,406.75,406.75,406.75,356.79,406.75,405.83,405.83,405.83,406.75,406.75,406.75,406.75,468.7,468.32,
09-09-2018,401.28,402.74,402.74,402.74,402.74,402.74,359.69,415.5,400.71,400.51,400.71,402.74,402.74,402.74,402.74,417.12,409.37,
10-09-2018,415.35,415.6,415.6,415.6,422.69,418.54,463.31,463.85,413.97,413.97,413.97,415.6,415.6,408.45,418.54,486.3,485,
11-09-2018,402.72,419.23,419.23,426.35,429.13,426.53,400.52,429.46,389.49,389.49,389.49,418.42,418.42,404.1,425.95,510.91,510.91,
12-09-2018,395.83,396.54,396.54,396.54,396.54,401.85,393.43,396.54,389.35,389.35,389.35,396.54,396.54,402.16,401.85,473.43,473.43,
13-09-2018,411.95,424.97,424.97,424.97,502.49,424.97,519,519,400.29,400.29,394.85,409.59,409.59,411.96,424.97,510.06,510.06,
14-09-2018,408.78,431.56,431.56,431.56,459.72,431.92,464.91,464.91,396.64,396.64,393.17,408.31,408.31,408.31,431.92,547.73,582.38,
15-09-2018,366.21,366.4,366.4,366.4,377.04,366.4,381.38,386.16,362.79,362.79,362.79,366.4,366.4,374.7,366.4,421.2,421.2,
16-09-2018,363.58,379.44,379.44,379.44,379.44,379.44,331.97,379.44,335.91,335.91,335.91,375.26,375.26,384.73,379.44,401.57,401.57,
17-09-2018,389.3,428.24,428.24,428.24,451.62,428.42,462.85,465.66,368.17,368.17,355.83,380.41,380.41,390.77,428.42,466.22,466.22,
18-09-2018,372.73,420.84,420.84,420.84,420.84,420.84,369.86,421.55,336.81,336.81,335.35,378.62,378.62,380.51,420.84,480.17,480.17,
19-09-2018,353.34,373.38,373.38,373.38,381.69,374.12,352.93,383.55,325.01,325.01,323.55,359.91,359.91,369.49,374.12,468.01,468.01,
20-09-2018,327.17,323.48,323.48,323.48,341.72,323.48,364.42,364.52,315.25,315.25,312.14,325.28,325.28,354.36,323.48,437.19,437.19,
21-09-2018,275.53,272.72,272.72,272.72,272.72,277.98,249.21,272.72,271.64,271.64,271.64,283.5,283.5,303.63,277.98,380.13,380.13,
22-09-2018,156.1,163.78,163.78,163.78,163.78,163.78,125.84,163.78,160.66,160.66,160.66,163.78,163.78,163.78,163.78,318.9,318.9,
23-09-2018,258.48,275.78,275.78,275.78,275.78,275.78,256.55,275.78,248.12,248.12,248.12,275.78,275.78,275.78,275.78,322.72,322.72,
24-09-2018,277.41,293.86,293.86,293.86,293.86,336.52,252.68,293.86,253.85,253.85,253.85,293.86,293.86,293.86,336.52,361.1,361.1,
25-09-2018,325.29,357.24,357.24,357.24,357.24,365.51,399.59,399.59,291.5,291.5,291.5,334.32,334.32,334.32,365.51,424.85,424.85,
26-09-2018,221.52,222.39,222.39,222.39,222.39,248.23,220.06,222.39,220.06,220.06,220.06,222.39,222.39,222.39,248.57,380.81,380.81,
27-09-2018,262.55,263.44,263.44,263.44,263.44,307.03,255.41,263.44,255.41,255.41,255.41,263.44,263.44,276.12,307.03,390.43,390.43,
28-09-2018,304.73,295.59,295.59,295.59,295.59,409.87,294.09,295.59,291.48,291.48,291.48,295.59,295.59,295.59,409.87,428.98,428.98,
29-09-2018,291.32,285.32,285.32,285.32,285.32,327.23,298.6,298.84,285.24,285.24,285.24,285.32,285.32,285.32,327.23,441.71,441.71,
30-09-2018,256.61,252.17,252.17,252.17,252.17,264.92,296.85,298.59,252.17,252.17,252.17,252.17,252.17,252.17,264.92,350.68,350.68,
01-10-2018,351.68,358.6,358.6,358.6,437.52,358.6,448.05,448.05,338.35,338.35,338.35,343.71,343.71,343.71,358.6,466.31,486.45,
02-10-2018,349.79,363.01,363.01,363.01,363.01,385.45,313.5,318.54,344.19,341.48,344.19,346.86,346.86,346.86,385.45,449.55,449.55,
03-10-2018,339.91,341.98,341.98,341.98,347.99,377.37,120.33,275.56,335.21,335.21,335.21,340.61,340.61,340.72,377.37,398.08,398.08,
04-10-2018,367.9,432.74,432.74,432.74,470.07,439.47,481.43,481.43,355.77,355.77,355.77,358.57,358.57,358.57,439.47,481.25,503.84,
05-10-2018,352.31,358.3,358.3,358.3,421.01,360.37,436.06,436.06,344.45,344.45,344.45,351.24,351.24,358.38,360.37,456.91,456.91,
06-10-2018,348.49,349.18,349.18,349.18,402.68,349.18,423.42,423.42,346.99,346.99,346.99,349.13,349.13,349.13,349.18,415.97,415.97,
07-10-2018,354.88,368.84,368.84,368.84,394.84,368.84,400.73,400.73,345.68,345.68,345.68,355.15,355.15,355.15,368.84,390.17,390.17,
08-10-2018,347.94,351.54,351.54,351.54,444.22,354.13,344.79,445.55,344.79,344.79,344.79,351.47,351.47,351.47,354.13,491.47,491.47,
09-10-2018,334.13,342.45,342.45,342.45,463.98,342.45,325.44,492.98,325.44,325.44,325.44,342.45,342.45,348.65,342.45,487.37,487.37,
10-10-2018,348.79,372.75,372.75,372.75,446.55,372.75,436.7,447.09,326.8,326.8,326.75,351.55,351.55,351.55,372.75,505.3,505.78,
11-10-2018,325.96,336.69,336.69,336.69,392.12,368.79,313.34,392.12,305.87,305.87,305.87,332.5,332.5,347.15,368.79,461.14,461.14,
12-10-2018,330.85,339.62,339.62,339.62,410.92,374.14,330.77,411.83,313.86,313.86,312.64,333.97,333.97,336.77,374.14,434.89,435.49,
13-10-2018,257.78,253.67,253.67,253.67,253.67,253.67,253.67,253.67,253.67,253.67,252.35,253.67,253.67,289.89,253.67,384.66,384.66,
14-10-2018,149.7,134.97,134.97,134.97,134.97,134.97,134.97,148.36,134.97,134.97,134.97,134.97,134.97,286.34,134.97,253.48,253.48,
15-10-2018,278.02,296.47,296.47,296.47,384.98,308.71,402.8,403.95,254.73,254.73,48.53,287.48,287.48,331.25,308.71,417.19,417.19,
16-10-2018,330.17,355.25,355.25,355.25,506.58,372.82,537.12,538.75,310.99,310.99,47.94,335.02,335.02,335.23,372.82,485.9,508.29,
17-10-2018,324.7,332.38,332.38,332.38,500.56,368.3,528.41,530.4,297.31,297.31,297.31,329.31,329.31,329.31,368.3,461.82,496.53,
18-10-2018,322.63,329.04,329.04,329.04,445.19,391.39,460.31,465.94,302.48,302.48,302.48,319.77,319.77,319.77,391.39,442.67,455.65,
19-10-2018,323.29,337.61,337.61,337.61,490.18,357.1,503.93,504.3,301.91,301.91,301.91,319.61,319.61,319.61,357.1,473.25,495.1,
20-10-2018,314.22,325.24,325.24,325.24,387.93,325.24,390.99,401.9,304.06,304.06,304.06,318.64,318.64,318.64,325.24,387.93,387.93,
21-10-2018,302.78,302.67,302.67,302.67,340.73,302.67,316.23,346.28,302.67,302.67,302.67,302.67,302.67,302.67,304.16,348.32,348.32,
22-10-2018,283.84,282.04,282.04,282.04,313,314.81,282.04,313,282.04,282.04,282.04,282.04,282.04,282.04,314.81,351.93,351.93,
23-10-2018,268.88,265.8,265.8,265.8,265.8,315.2,240.01,241.72,265.8,265.8,265.8,265.8,265.8,265.82,315.2,317.43,317.43,
24-10-2018,310.71,307.54,307.54,307.54,345.74,342.55,267.74,300.87,313.21,313.21,313.21,309.21,309.21,309.21,342.55,349.15,348.04,
25-10-2018,331.64,328.61,328.61,328.61,342.07,368.98,312.96,326.43,328.61,328.61,328.61,328.61,328.61,328.61,368.98,373.24,373.24,
26-10-2018,365.89,376.94,376.94,376.94,425.12,415.83,414.87,426.96,350.6,350.6,349.98,349.98,349.98,346.37,415.83,430.09,438.59,
27-10-2018,329.37,329.56,329.56,329.56,348.81,329.56,310.78,325.1,329.56,329.56,329.56,329.56,329.56,329.15,329.56,348.81,348.81,
28-10-2018,328.7,330.3,330.3,330.3,330.3,330.4,326.64,326.8,328.33,328.33,328.31,329.27,329.27,328.47,330.4,330.4,330.4,
29-10-2018,335.22,333.07,333.07,333.07,350.99,372.83,303.3,314.07,332.85,332.85,332.85,333.14,333.14,329.34,372.83,384.22,384.22,
30-10-2018,319.2,317.66,317.66,317.66,317.66,317.66,261.27,268.06,320.32,320.32,320.32,322.66,322.66,322.66,317.66,356.39,356.39,
31-10-2018,321.99,317.71,317.71,317.71,361.13,345.64,357.41,361.51,319.21,319.21,319.21,319.21,319.21,319.21,345.64,396.01,400.45,
01-11-2018,333.3,338.37,338.37,338.37,338.37,338.37,352.3,352.41,329.99,329.99,329.99,335.25,335.25,332.87,338.37,338.37,337.3,
02-11-2018,331.95,334.42,334.42,334.42,334.42,337.35,334.42,344.75,330.51,330.51,330.51,332.47,332.47,332.47,337.35,360.83,356.32,
03-11-2018,326.9,326.06,326.06,326.06,352.04,326.06,378.34,378.34,326.05,326.05,326.05,326.06,326.06,326.06,326.06,352.04,352.04,
04-11-2018,325.21,324.9,324.9,324.9,333.44,324.9,348.02,348.02,324.9,324.9,324.9,324.9,324.9,324.9,324.9,342.7,342.7,
05-11-2018,341.9,337.94,337.94,354.47,411.14,354.47,422.39,422.39,336.54,336.54,336.54,336.54,336.54,336.54,354.47,411.14,410.78,
06-11-2018,359.51,352.87,352.87,381.91,425.51,381.91,431.81,431.81,352.06,352.06,351.35,351.82,351.82,341,380.28,424.78,424.78,
07-11-2018,358.56,352.88,352.88,392.35,409.55,392.35,411.09,412.61,340.39,340.39,338.21,351.64,351.64,347.76,391.4,407.58,408.61,
08-11-2018,363.15,354.64,354.64,409.98,455.65,409.98,451.93,459.58,345.87,345.87,345.81,348.1,348.1,348.1,409.98,453.71,455.65,
09-11-2018,357.46,359.66,359.66,364.83,423.41,364.83,410.68,423.41,342.62,342.62,342.62,348.94,348.94,345.38,364.83,412.68,424.24,
10-11-2018,317.98,318.11,318.11,318.11,318.11,318.11,314.06,314.66,318.11,316.01,318.11,318.11,318.11,318.11,356.81,374.05,374.99,
11-11-2018,301.01,301.67,301.67,301.67,301.67,301.67,296.43,296.57,301.67,301.67,301.67,301.67,301.67,301.67,307.76,307.76,307.76,
12-11-2018,338.51,335.8,335.8,335.8,351.97,335.8,385.19,385.19,335.8,335.8,335.8,335.8,335.8,335.8,351.97,351.97,351.97,
13-11-2018,356.88,355.78,355.78,355.78,374.07,357.2,356.56,374.07,355.78,355.78,355.78,355.78,355.78,355.78,391.52,391.52,391.52,
14-11-2018,375.93,391.13,391.13,391.67,436.64,400.51,435.68,442.23,363.72,363.72,363.72,363.72,363.72,363.72,436.81,436.81,436.81,
15-11-2018,356.4,351.52,351.52,351.52,444.9,351.52,444.28,445.49,351.52,351.52,351.52,351.52,351.52,351.34,442.95,445.17,445.17,
16-11-2018,352.08,348.84,348.84,349.18,414.88,349.18,414.81,414.88,349.18,349.18,349.18,348.84,348.84,346.37,413.45,420.67,420.67,
17-11-2018,343.39,342.45,342.45,342.45,356.93,342.45,358.28,358.6,342.45,342.45,342.45,342.45,342.45,338.2,396.46,396.46,396.46,
18-11-2018,350.6,351.37,351.37,351.37,351.37,351.37,351.37,351.37,351.37,351.37,351.37,351.37,351.37,346.5,351.44,363.84,363.84,
19-11-2018,362.03,362.06,362.06,362.06,362.33,370.14,359.03,360.34,362.14,362.14,362.14,366.79,366.79,350.31,372.82,372.82,372.82,
20-11-2018,356.12,350.03,350.03,350.7,352.71,353.1,334,340.02,355.58,355.58,355.58,360.4,360.4,357.64,358.6,376.24,376.24,
21-11-2018,374.49,367.53,367.53,375.92,404.37,398.59,375.92,404.37,375.88,375.88,375.88,381.84,381.84,350.32,398.59,425.91,425.82,
22-11-2018,442.94,490.1,490.1,490.5,559.33,490.5,531.93,559.33,389.39,389.39,386.24,386.32,386.32,375.65,495.39,564.22,564.22,
23-11-2018,392.66,368.08,368.08,407.39,575.22,406.86,585.06,585.06,388.7,388.7,382.95,383.56,383.56,362.54,470.22,575.22,575.22,
24-11-2018,366.65,364.94,364.94,364.94,440.19,364.94,461.56,461.56,365.35,365.35,365.35,367.62,367.62,360.76,442.95,444.29,444.29,
25-11-2018,368.52,368.47,368.47,368.47,386,368.47,392.89,392.89,368.47,368.47,368.47,368.47,368.47,364.67,399.31,399.31,399.31,
26-11-2018,426.6,375.77,375.77,500.72,527.21,500.72,547.08,547.16,493.66,493.66,376.23,375.77,375.77,375.77,500.64,500.64,527.13,
27-11-2018,479.61,431.86,431.86,551.67,555.2,551.67,555.77,556.43,476.59,476.59,422.14,422.52,422.52,422.52,551.67,551.67,555.2,
28-11-2018,376.57,368.52,368.52,386.31,391.81,386.59,380.89,391.67,379.04,378.94,379.04,369.88,369.88,369.88,386.59,429.02,429.02,
29-11-2018,346.77,336.76,336.76,337.56,337.56,340.44,337.56,337.56,349.16,349.16,349.16,348.35,348.35,348.35,365.93,365.93,365.93,
30-11-2018,343.19,336.3,336.3,336.85,344.88,338.68,336.85,344.88,344.53,344.53,344.53,344.02,344.02,344.02,357.19,367.27,367.27,
01-12-2018,342.69,338.58,338.58,338.83,341.32,338.83,328.04,337.09,344.43,344.43,344.43,343.33,343.33,343.33,355.53,355.53,355.53,
02-12-2018,335.46,332.24,332.24,332.24,332.24,332.24,250.77,300.89,337.49,337.49,337.49,337.5,337.5,337.5,340.6,340.6,340.6,
03-12-2018,354.32,353.84,353.84,353.84,354.58,364.18,352.98,353.73,353.95,353.95,353.95,354.16,354.16,354.16,408.17,408.17,408.17,
04-12-2018,346.3,337.29,337.29,337.29,337.29,359.7,329.22,329.58,346.58,346.58,346.58,348.36,348.36,348.36,409.99,409.99,409.99,
05-12-2018,383.4,376.22,376.22,383.9,388.24,415.69,403.33,439.86,381.86,381.86,378.71,376.22,376.22,376.22,415.69,446.69,446.69,
06-12-2018,392.24,390.45,390.45,390.45,390.45,404.69,386.05,413.8,389.23,389.23,389.23,390.45,390.45,390.31,434.08,434.08,434.08,
07-12-2018,363.09,359.16,359.16,359.16,359.16,396.58,330.74,331.74,359.85,359.16,359.85,361.47,361.47,361.47,396.58,402.79,402.79,
08-12-2018,335.25,326.81,326.81,326.81,326.81,326.81,101.94,110.14,339.49,339.49,339.49,341.75,341.75,341.75,333.06,333.06,333.06,
09-12-2018,331.42,306.16,306.16,306.16,306.16,306.16,160.06,217.46,337.39,337.39,337.39,340.12,340.12,340.12,306.16,306.16,306.16,
10-12-2018,355.47,349.25,349.25,349.25,349.25,389.52,268.6,269.93,356.84,352.76,356.84,357.9,357.9,357.9,390.33,390.33,369.35,
11-12-2018,386.2,375.33,375.33,375.33,375.33,421.14,359.12,413.29,375.33,375.33,375.33,376.39,376.39,376.39,421.14,422.12,422.12,
12-12-2018,459.7,453.36,453.36,453.36,453.36,453.36,472.48,520.68,453.36,453.36,438.54,426.25,426.25,410.94,453.36,453.36,453.36,
13-12-2018,432.12,431.19,431.19,435.07,449.7,435.07,435.07,480.38,434.63,434.63,434.63,430.67,430.67,392.72,435.07,445.44,449.7,
14-12-2018,442.57,443.88,443.88,443.88,514.91,443.88,443.88,519.53,442.22,442.22,425.82,443.23,443.23,373.21,443.88,481.98,514.91,
15-12-2018,389.19,388.57,388.57,388.57,406.89,388.57,384.08,406.89,388.57,388.57,388.57,388.57,388.57,388.57,388.57,412.4,412.4,
16-12-2018,372.64,372.79,372.79,372.79,374.95,372.79,348.61,362.4,372.82,372.82,372.82,372.89,372.89,372.89,374.95,374.95,374.95,
17-12-2018,486.35,464.13,464.13,492.5,493.76,492.5,493.45,517.8,492.5,492.5,492.5,463.99,463.99,463.99,492.5,493.76,493.76,
18-12-2018,447.91,444.04,444.04,445.69,447.54,457.53,443.49,445.56,444.37,444.37,444.37,444.04,444.04,444.04,457.53,457.53,458.78,
